ID
Mean_1
Median_1
Var_1
Kurtosis_1
Skewness_1
Min_1
Max_1
Mean_2
Median_2
Var_2
Kurtosis_2
Skewness_2
Min_2
Max_2
Mean_3
Median_3
Var_3
Kurtosis_3
Skewness_3
Min_3
Max_3
Mean_4
Median_4
Var_4
Kurtosis_4
Skewness_4
Min_4
Max_4
Mean_5
Median_5
Var_5
Kurtosis_5
Skewness_5
Min_5
Max_5
Mean_6
Median_6
Var_6
Kurtosis_6
Skewness_6
Min_6
Max_6
Mean_7
Median_7
Var_7
Kurtosis_7
Skewness_7
Min_7
Max_7
Mean_8
Median_8
Var_8
Kurtosis_8
Skewness_8
Min_8
Max_8
Mean_9
Median_9
Var_9
Kurtosis_9
Skewness_9
Min_9
Max_9
Mean_10
Median_10
Var_10
Kurtosis_10
Skewness_10
Min_10
Max_10
Mean_11
Median_11
Var_11
Kurtosis_11
Skewness_11
Min_11
Max_11
Mean_12
Median_12
Var_12
Kurtosis_12
Skewness_12
Min_12
Max_12
Mean_13
Median_13
Var_13
Kurtosis_13
Skewness_13
Min_13
Max_13
Mean_14
Median_14
Var_14
Kurtosis_14
Skewness_14
Min_14
Max_14
Mean_15
Median_15
Var_15
Kurtosis_15
Skewness_15
Min_15
Max_15
Mean_16
Median_16
Var_16
Kurtosis_16
Skewness_16
Min_16
Max_16
Mean_17
Median_17
Var_17
Kurtosis_17
Skewness_17
Min_17
Max_17
Mean_18
Median_18
Var_18
Kurtosis_18
Skewness_18
Min_18
Max_18
Mean_19
Median_19
Var_19
Kurtosis_19
Skewness_19
Min_19
Max_19
Mean_20
Median_20
Var_20
Kurtosis_20
Skewness_20
Min_20
Max_20
Mean_21
Median_21
Var_21
Kurtosis_21
Skewness_21
Min_21
Max_21
Mean_22
Median_22
Var_22
Kurtosis_22
Skewness_22
Min_22
Max_22
Mean_23
Median_23
Var_23
Kurtosis_23
Skewness_23
Min_23
Max_23
Mean_24
Median_24
Var_24
Kurtosis_24
Skewness_24
Min_24
Max_24
